l_orderkey,l_partkey,l_suppkey,l_linenumber,l_quantity,l_extendedprice,l_discount,l_tax,l_returnflag,l_linestatus,l_shipdate,l_commitdate,l_receiptdate,l_shipinstruct,l_shipmode,l_comment
3335,105,10,1,13.00,13066.30,0.06,0.07,N,O,1996-01-20,1995-12-20,1996-02-09,COLLECT COD,REG AIR,tions. even ideas accordin
3335,31,2,2,44.00,40965.32,0.07,0.02,N,O,1996-01-05,1995-12-25,1996-01-18,DELIVER IN PERSON,SHIP,ctions haggle around
3335,140,6,3,16.00,16642.24,0.01,0.06,N,O,1995-10-18,1995-12-08,1995-11-03,DELIVER IN PERSON,SHIP,s theodolites need to sleep? bold i
3335,90,1,4,47.00,46534.23,0.10,0.03,N,O,1995-12-02,1995-11-19,1995-12-27,NONE,MAIL,equests unwind quickly 
3360,174,4,1,31.00,33299.27,0.08,0.04,N,O,1998-04-24,1998-04-12,1998-05-23,COLLECT COD,REG AIR,es sleep furiously unusual dependencies. u
3360,91,3,2,29.00,28741.61,0.00,0.06,N,O,1998-04-15,1998-02-25,1998-05-13,TAKE BACK RETURN,FOB,sly special accounts. quietly sile
3360,82,3,3,39.00,38301.12,0.08,0.03,N,O,1998-04-09,1998-04-20,1998-05-05,DELIVER IN PERSON,REG AIR,uffily ironic dinos above the 
3360,117,7,4,29.00,29496.19,0.10,0.01,N,O,1998-05-19,1998-03-03,1998-06-09,TAKE BACK RETURN,FOB,y carefully reg
3360,58,6,5,4.00,3832.20,0.08,0.07,N,O,1998-02-27,1998-03-23,1998-03-28,COLLECT COD,SHIP,egular plate
3360,71,1,6,42.00,40784.94,0.04,0.01,N,O,1998-05-07,1998-04-18,1998-06-04,DELIVER IN PERSON,FOB,furiously even package
3361,144,5,1,6.00,6264.84,0.02,0.02,R,F,1992-10-02,1992-10-25,1992-10-05,DELIVER IN PERSON,FOB,he regular accounts. even packa
3361,171,10,2,33.00,35348.61,0.01,0.02,R,F,1992-11-09,1992-10-15,1992-11-11,TAKE BACK RETURN,MAIL,r accounts-- unusual requests about 
3361,191,5,3,31.00,33826.89,0.06,0.04,R,F,1992-08-29,1992-10-13,1992-09-08,NONE,FOB,oxes. asymptotes along the even account
3362,22,5,1,14.00,12908.28,0.06,0.05,N,O,1995-08-01,1995-09-06,1995-08-22,NONE,FOB,ns at the 
3362,195,6,2,41.00,44902.79,0.05,0.03,N,O,1995-10-31,1995-09-04,1995-11-17,COLLECT COD,REG AIR,jole quickly final de
3362,115,9,3,40.00,40604.40,0.05,0.06,N,O,1995-08-19,1995-10-17,1995-09-05,TAKE BACK RETURN,FOB,ly final pinto beans
3362,2,7,4,3.00,2706.00,0.03,0.01,N,O,1995-08-26,1995-09-02,1995-09-17,NONE,SHIP,haggle-- fluffily bold theodoli
3362,138,9,5,36.00,37372.68,0.06,0.00,N,O,1995-10-05,1995-08-28,1995-11-03,TAKE BACK RETURN,RAIL,packages affix carefully slyly final 
3362,188,9,6,46.00,50056.28,0.09,0.05,N,O,1995-08-02,1995-10-12,1995-08-28,COLLECT COD,REG AIR,slyly regular ideas haggle according to 
3363,10,3,1,42.00,38220.42,0.00,0.08,N,O,1995-11-09,1995-11-25,1995-11-15,TAKE BACK RETURN,RAIL,c instructions detect fluffily 
3363,191,4,2,21.00,22914.99,0.08,0.08,N,O,1995-12-10,1995-10-28,1995-12-28,COLLECT COD,RAIL,n asymptotes wake blithely? e
3363,159,7,3,2.00,2118.30,0.01,0.07,N,O,1996-01-22,1995-12-01,1996-02-18,TAKE BACK RETURN,SHIP,y final package
3363,113,3,4,20.00,20262.20,0.07,0.06,N,O,1995-12-11,1995-11-15,1995-12-21,COLLECT COD,MAIL,ajole carefully after the slyly 
3363,200,4,5,4.00,4400.80,0.00,0.08,N,O,1995-10-30,1995-11-17,1995-11-22,COLLECT COD,FOB,. furiously express
3364,90,1,1,49.00,48514.41,0.03,0.05,N,O,1997-09-17,1997-08-23,1997-10-06,NONE,SHIP,e slyly-- slyly p
3364,111,2,2,38.00,38422.18,0.02,0.02,N,O,1997-08-30,1997-09-12,1997-09-27,COLLECT COD,REG AIR,ts. dependenci
3364,156,4,3,10.00,10561.50,0.00,0.01,N,O,1997-08-10,1997-08-24,1997-08-15,TAKE BACK RETURN,SHIP,te among the carefully special deposits
3364,160,5,4,7.00,7421.12,0.10,0.05,N,O,1997-07-09,1997-08-01,1997-07-16,NONE,TRUCK,mpress ironic requests. fluffily ironic re
3364,81,2,5,3.00,2943.24,0.01,0.00,N,O,1997-10-19,1997-08-15,1997-10-28,TAKE BACK RETURN,TRUCK, requests haggle quickly. 
3365,151,6,1,37.00,38892.55,0.02,0.08,R,F,1994-12-22,1995-02-07,1995-01-20,TAKE BACK RETURN,SHIP,requests wake. blithely regular accounts
3365,167,2,2,37.00,39484.92,0.07,0.08,A,F,1994-11-24,1995-01-09,1994-11-27,NONE,REG AIR,special platelets cajole furiously again
3365,115,6,3,13.00,13196.43,0.09,0.02,R,F,1995-02-25,1995-01-31,1995-03-16,NONE,RAIL,re. ideas s
3365,176,4,4,49.00,52732.33,0.02,0.07,R,F,1995-01-03,1995-01-01,1995-01-18,COLLECT COD,MAIL,deas use daringly alongside of
3365,16,3,5,2.00,1832.02,0.00,0.03,R,F,1995-02-04,1994-12-30,1995-03-06,TAKE BACK RETURN,FOB,ctions across the reg
3365,126,5,6,24.00,24626.88,0.01,0.00,R,F,1995-02-27,1995-01-09,1995-03-27,DELIVER IN PERSON,REG AIR,ccounts are furiously. slyly
3366,40,1,1,4.00,3760.16,0.07,0.01,N,O,1997-05-20,1997-06-25,1997-06-03,DELIVER IN PERSON,AIR,quickly carefully
3366,136,2,2,9.00,9325.17,0.00,0.08,N,O,1997-06-02,1997-07-05,1997-06-26,COLLECT COD,REG AIR," use furiously. express, pending packa"
3367,41,10,1,27.00,25408.08,0.01,0.03,A,F,1993-04-13,1993-03-16,1993-04-26,NONE,RAIL, the carefully final depo
3367,141,10,2,34.00,35398.76,0.04,0.08,A,F,1993-03-30,1993-02-23,1993-04-11,COLLECT COD,MAIL,"refully final, final "
3367,120,7,3,38.00,38764.56,0.03,0.03,R,F,1993-03-13,1993-02-12,1993-03-31,NONE,RAIL,ully final accounts detect around the c
3392,171,10,1,40.00,42846.80,0.01,0.01,N,O,1996-02-18,1995-12-16,1996-02-26,COLLECT COD,MAIL,lyly blithely thin instructions. ironi
3392,123,2,2,13.00,13300.56,0.09,0.02,N,O,1995-11-26,1996-01-17,1995-12-01,NONE,MAIL,lithely carefully regular foxes. c
3392,127,10,3,34.00,34922.08,0.10,0.08,N,O,1996-01-20,1996-01-21,1996-01-24,DELIVER IN PERSON,MAIL,ainst the unusual request
3392,124,3,4,7.00,7168.84,0.08,0.05,N,O,1995-12-07,1996-01-09,1995-12-29,TAKE BACK RETURN,RAIL,fully. bravely daring packages 
3393,117,7,1,16.00,16273.76,0.01,0.00,N,O,1995-07-17,1995-08-19,1995-08-04,COLLECT COD,TRUCK,lly pending deposits. furiously regula
3393,125,4,2,44.00,45105.28,0.08,0.04,N,O,1995-10-16,1995-08-05,1995-11-01,NONE,AIR, furiously pend
3393,97,1,3,25.00,24927.25,0.07,0.02,N,O,1995-10-17,1995-08-12,1995-11-11,DELIVER IN PERSON,MAIL,regular pa
3393,72,2,4,48.00,46659.36,0.06,0.06,N,O,1995-07-12,1995-09-15,1995-08-02,NONE,FOB,ly pending accounts. f
3393,178,7,5,37.00,39892.29,0.07,0.02,N,O,1995-10-16,1995-08-19,1995-10-19,COLLECT COD,AIR,ironic ideas nag slyly special deposits;
3393,62,7,6,17.00,16355.02,0.04,0.01,N,O,1995-08-15,1995-09-07,1995-09-10,COLLECT COD,MAIL,packages detect quickly a
3394,155,6,1,33.00,34819.95,0.07,0.08,N,O,1996-08-07,1996-07-17,1996-09-02,TAKE BACK RETURN,SHIP,egular requests along
3394,146,3,2,43.00,44984.02,0.08,0.03,N,O,1996-08-23,1996-07-20,1996-08-25,COLLECT COD,RAIL,. slyly even deposits cajole quickly final 
3394,88,9,3,26.00,25690.08,0.01,0.00,N,O,1996-08-08,1996-06-12,1996-09-05,TAKE BACK RETURN,RAIL,tipliers across the slyly regular dep
3394,81,2,4,14.00,13735.12,0.08,0.00,N,O,1996-06-02,1996-07-02,1996-06-19,COLLECT COD,MAIL,ns. special deposits affix blithely 
3394,127,8,5,30.00,30813.60,0.04,0.06,N,O,1996-05-12,1996-07-24,1996-05-19,COLLECT COD,REG AIR,ies eat! slyly final requests across 
3394,184,5,6,14.00,15178.52,0.05,0.05,N,O,1996-06-18,1996-06-24,1996-07-17,NONE,REG AIR,e pending accounts 
3395,142,3,1,21.00,21884.94,0.03,0.06,R,F,1994-12-19,1995-01-13,1994-12-25,TAKE BACK RETURN,SHIP,ld excuses. 
3395,36,2,2,38.00,35569.14,0.01,0.07,R,F,1995-01-13,1995-01-13,1995-01-25,COLLECT COD,SHIP,"ronic theodolites. special, f"
3395,43,4,3,43.00,40550.72,0.06,0.07,A,F,1994-12-13,1995-01-07,1994-12-14,COLLECT COD,AIR,"uickly across the regular, iron"
3395,122,1,4,39.00,39862.68,0.05,0.07,R,F,1994-12-03,1995-01-17,1994-12-10,NONE,AIR,arhorses detect never after the 
3396,128,7,1,34.00,34956.08,0.00,0.06,A,F,1994-05-30,1994-08-16,1994-06-11,NONE,AIR,"lently final, even accounts."
3396,49,6,2,43.00,40808.72,0.03,0.08,A,F,1994-07-03,1994-08-09,1994-07-14,TAKE BACK RETURN,MAIL,eposits. pinto beans along the slyly regu
3396,138,4,3,9.00,9343.17,0.01,0.06,R,F,1994-07-01,1994-08-18,1994-07-21,DELIVER IN PERSON,AIR,cross the bold sheaves. carefully even ex
3396,75,3,4,32.00,31202.24,0.06,0.02,R,F,1994-08-07,1994-08-10,1994-09-05,COLLECT COD,TRUCK, excuses nag quickly fluffily regula
3396,126,5,5,27.00,27705.24,0.02,0.01,A,F,1994-09-14,1994-07-26,1994-09-28,DELIVER IN PERSON,FOB, the quickly 
3396,39,10,6,18.00,16902.54,0.10,0.00,A,F,1994-07-27,1994-06-26,1994-08-25,TAKE BACK RETURN,REG AIR,; regular pinto beans among the fluffily 
3396,198,2,7,31.00,34043.89,0.05,0.06,A,F,1994-06-07,1994-06-23,1994-06-19,TAKE BACK RETURN,REG AIR,ng the busy ideas snooze sly
3397,195,8,1,8.00,8761.52,0.07,0.01,A,F,1994-08-05,1994-08-11,1994-08-08,DELIVER IN PERSON,RAIL,"inal, pending"
3397,13,3,2,11.00,10043.11,0.00,0.07,A,F,1994-07-29,1994-09-18,1994-08-12,DELIVER IN PERSON,REG AIR,d deposits engage furiousl
3397,184,5,3,1.00,1084.18,0.07,0.05,R,F,1994-08-03,1994-07-30,1994-08-28,NONE,RAIL,pecial excuses 
3397,86,7,4,33.00,32540.64,0.05,0.01,R,F,1994-09-04,1994-08-06,1994-09-22,COLLECT COD,RAIL,ounts dazzle furiously acco
3397,132,3,5,28.00,28899.64,0.05,0.05,R,F,1994-07-13,1994-08-26,1994-07-17,NONE,TRUCK,carefully final accounts aroun
3398,173,4,1,1.00,1073.17,0.01,0.08,N,O,1996-11-22,1996-11-16,1996-12-09,COLLECT COD,MAIL,unusual ideas. furiously 
3399,134,5,1,28.00,28955.64,0.09,0.05,N,O,1995-06-29,1995-05-19,1995-07-12,COLLECT COD,AIR,"usual excuses. pending, regular pa"
3399,55,6,2,8.00,7640.40,0.01,0.05,A,F,1995-05-15,1995-04-19,1995-06-05,COLLECT COD,TRUCK,lyly final accounts. slyly b
3399,67,4,3,3.00,2901.18,0.03,0.00,N,F,1995-06-16,1995-04-04,1995-06-23,NONE,SHIP,ding requests. regula
3399,14,5,4,21.00,19194.21,0.09,0.06,A,F,1995-03-12,1995-05-18,1995-03-28,TAKE BACK RETURN,MAIL,ously regular deposi
3424,181,2,1,39.00,42166.02,0.06,0.07,N,O,1996-11-03,1996-11-08,1996-11-23,DELIVER IN PERSON,MAIL,ironic braids. excuses pri
3425,120,1,1,11.00,11221.32,0.03,0.08,N,O,1996-04-24,1996-05-29,1996-05-23,DELIVER IN PERSON,FOB,ing requests across the requests
3425,79,7,2,37.00,36225.59,0.06,0.03,N,O,1996-06-04,1996-05-09,1996-06-12,NONE,SHIP,er the slyly final excuses cajole
3425,14,4,3,8.00,7312.08,0.06,0.08,N,O,1996-07-22,1996-06-07,1996-07-26,TAKE BACK RETURN,AIR,into beans. slyly even requests bo
3425,19,10,4,37.00,34003.37,0.04,0.01,N,O,1996-07-10,1996-05-10,1996-08-02,NONE,SHIP,ions cajole slyly across the flu
3425,79,9,5,48.00,46995.36,0.08,0.04,N,O,1996-04-14,1996-05-25,1996-04-23,TAKE BACK RETURN,AIR,y express accounts boost fl
3425,148,9,6,24.00,25155.36,0.05,0.04,N,O,1996-04-22,1996-06-24,1996-04-25,TAKE BACK RETURN,AIR,egular asymptotes
3426,110,5,1,20.00,20202.20,0.05,0.04,N,O,1996-11-10,1996-12-24,1996-12-01,COLLECT COD,FOB,fully express de
3426,14,4,2,19.00,17366.19,0.10,0.08,N,O,1996-11-02,1997-01-13,1996-11-15,DELIVER IN PERSON,RAIL,nstructions. packages slee
3426,67,6,3,19.00,18374.14,0.08,0.05,N,O,1996-12-07,1996-12-15,1996-12-14,DELIVER IN PERSON,FOB,l depths boost across th
3426,6,7,4,9.00,8154.00,0.09,0.05,N,O,1996-12-24,1997-01-14,1997-01-13,NONE,FOB,ding to the fluffily thin acco
3426,49,6,5,31.00,29420.24,0.07,0.08,N,O,1996-11-11,1996-12-10,1996-12-10,DELIVER IN PERSON,SHIP,riously special
3427,54,5,1,41.00,39116.05,0.10,0.01,N,O,1997-09-11,1997-07-03,1997-10-04,COLLECT COD,RAIL,sual theodolite
3427,189,10,2,24.00,26140.32,0.02,0.04,N,O,1997-07-01,1997-07-28,1997-07-30,NONE,SHIP,instructions nag. theodolit
3427,139,5,3,40.00,41565.20,0.06,0.05,N,O,1997-06-12,1997-08-19,1997-06-23,COLLECT COD,MAIL, silent requests. 
3427,119,6,4,31.00,31592.41,0.08,0.04,N,O,1997-08-12,1997-07-26,1997-08-25,COLLECT COD,RAIL,ag slyly fluff
3428,198,9,1,4.00,4392.76,0.00,0.03,N,O,1996-05-09,1996-06-13,1996-06-02,NONE,REG AIR,ns haggle across the req
3428,118,9,2,35.00,35633.85,0.02,0.03,N,O,1996-05-01,1996-06-07,1996-05-20,COLLECT COD,TRUCK, requests. regular instructi
3428,136,7,3,47.00,48698.11,0.07,0.05,N,O,1996-04-16,1996-06-08,1996-05-05,NONE,REG AIR,ajole always i
3429,137,8,1,48.00,49782.24,0.06,0.02,N,O,1997-04-08,1997-03-09,1997-04-25,TAKE BACK RETURN,SHIP,en instructions. fur
3429,59,7,2,15.00,14385.75,0.03,0.04,N,O,1997-02-04,1997-03-09,1997-03-01,TAKE BACK RETURN,TRUCK,lent dolphin
3429,69,4,3,10.00,9690.60,0.05,0.07,N,O,1997-01-19,1997-02-22,1997-01-25,TAKE BACK RETURN,REG AIR,s cajole enticingl
3429,89,10,4,28.00,27694.24,0.10,0.07,N,O,1997-01-30,1997-03-18,1997-02-17,TAKE BACK RETURN,AIR,t the asymptotes was ca
3429,165,6,5,45.00,47932.20,0.10,0.00,N,O,1997-04-21,1997-03-08,1997-05-05,COLLECT COD,REG AIR,dugouts. pen
3430,189,10,1,2.00,2178.36,0.07,0.06,R,F,1995-03-07,1995-01-28,1995-03-30,TAKE BACK RETURN,MAIL,deposits haggle during the sometimes f
3430,81,2,2,32.00,31394.56,0.08,0.00,R,F,1995-01-17,1995-01-28,1995-02-06,NONE,TRUCK,o beans nag carefu
3430,97,8,3,41.00,40880.69,0.06,0.04,R,F,1995-02-18,1995-02-21,1995-03-11,TAKE BACK RETURN,AIR,nal ideas haggle blithe
3430,65,2,4,50.00,48253.00,0.01,0.00,R,F,1994-12-15,1995-03-03,1994-12-24,COLLECT COD,REG AIR,against the silent packages. pinto beans 
3430,95,9,5,5.00,4975.45,0.05,0.05,A,F,1995-04-02,1995-02-12,1995-04-08,DELIVER IN PERSON,FOB,ic pinto beans. slyly even pin
3430,171,10,6,15.00,16067.55,0.08,0.07,A,F,1995-02-01,1995-03-12,1995-02-04,COLLECT COD,SHIP,fily bold foxes might wake blit
3430,52,7,7,23.00,21897.15,0.09,0.08,A,F,1995-03-06,1995-03-01,1995-03-10,COLLECT COD,MAIL,ly unusual requests 
3431,180,8,1,41.00,44287.38,0.03,0.06,A,F,1993-09-26,1993-10-13,1993-10-22,NONE,AIR, carefully even packages. final pac
3456,111,8,1,34.00,34377.74,0.10,0.06,A,F,1993-08-29,1993-08-26,1993-09-07,TAKE BACK RETURN,SHIP,cajole! packages 
3457,182,3,1,29.00,31383.22,0.03,0.02,R,F,1995-05-12,1995-07-13,1995-06-05,NONE,TRUCK,lyly ironic theodolites ca
3457,106,7,2,22.00,22134.20,0.06,0.01,N,O,1995-06-23,1995-06-16,1995-06-29,NONE,SHIP,ly bold theodolites. furiously
3457,109,2,3,7.00,7063.70,0.07,0.08,N,O,1995-08-14,1995-07-06,1995-08-18,COLLECT COD,SHIP,as. regular accounts across
3457,1,2,4,24.00,21624.00,0.07,0.07,N,O,1995-08-03,1995-05-30,1995-08-14,TAKE BACK RETURN,REG AIR, among the furiously iron
3457,109,4,5,42.00,42382.20,0.05,0.01,A,F,1995-06-12,1995-06-14,1995-06-14,COLLECT COD,MAIL,uests cajole accordin
3457,144,1,6,45.00,46986.30,0.08,0.01,N,O,1995-08-12,1995-07-18,1995-08-23,TAKE BACK RETURN,SHIP,nic packages wa
3457,167,4,7,9.00,9604.44,0.04,0.00,R,F,1995-05-29,1995-06-30,1995-06-12,DELIVER IN PERSON,FOB,"ongside of the even, silent"
3458,133,4,1,48.00,49590.24,0.06,0.04,R,F,1995-03-17,1995-01-25,1995-03-28,TAKE BACK RETURN,AIR,elieve quickly alo
3458,50,3,2,46.00,43702.30,0.06,0.06,R,F,1995-03-08,1995-01-21,1995-03-10,TAKE BACK RETURN,SHIP,ts. ironic hockey players sleep fur
3458,143,4,3,36.00,37553.04,0.01,0.06,R,F,1995-04-20,1995-02-14,1995-05-09,TAKE BACK RETURN,REG AIR, unusual braids. final accounts run? s
3458,16,10,4,16.00,14656.16,0.09,0.03,R,F,1995-03-01,1995-02-25,1995-03-06,TAKE BACK RETURN,AIR,ully pending ideas. ironic platelets b
3458,157,5,5,2.00,2114.30,0.09,0.03,A,F,1995-02-05,1995-02-01,1995-03-07,COLLECT COD,FOB,e instructions cajole across the regular a
3458,142,1,6,6.00,6252.84,0.09,0.04,A,F,1995-03-10,1995-02-02,1995-03-23,TAKE BACK RETURN,AIR,s nag fluffily along the bold instru
3459,179,7,1,31.00,33454.27,0.06,0.01,A,F,1994-09-05,1994-10-20,1994-10-03,NONE,REG AIR,y final ideas 
3459,130,9,2,30.00,30903.90,0.04,0.08,R,F,1994-11-22,1994-09-12,1994-12-11,NONE,REG AIR,lithely regular requests 
3459,41,8,3,45.00,42346.80,0.04,0.05,A,F,1994-07-31,1994-09-09,1994-08-02,TAKE BACK RETURN,REG AIR,"sly. bold,"
3459,69,10,4,10.00,9690.60,0.05,0.06,A,F,1994-10-06,1994-09-16,1994-11-03,TAKE BACK RETURN,REG AIR,ht to wake permanently f
3459,189,10,5,10.00,10891.80,0.02,0.02,R,F,1994-08-01,1994-10-17,1994-08-11,TAKE BACK RETURN,FOB,pending asymptotes. quickly regular
3460,11,1,1,40.00,36440.40,0.10,0.06,N,O,1995-12-28,1995-12-14,1996-01-02,NONE,REG AIR,e carefully. ironic theodolites 
3460,74,4,2,3.00,2922.21,0.06,0.00,N,O,1996-01-19,1995-12-28,1996-01-31,COLLECT COD,AIR, regular ac
3460,35,1,3,40.00,37401.20,0.08,0.07,N,O,1995-10-29,1995-11-10,1995-11-24,TAKE BACK RETURN,REG AIR,oxes use slyly fluf
3460,95,8,4,50.00,49754.50,0.02,0.07,N,O,1996-01-30,1995-12-10,1996-02-06,DELIVER IN PERSON,SHIP,e of the blithely sil
3460,130,1,5,47.00,48416.11,0.08,0.05,N,O,1995-12-09,1995-11-12,1995-12-22,TAKE BACK RETURN,SHIP,"es sleep regular, regular requests. "
3460,63,10,6,46.00,44300.76,0.03,0.07,N,O,1996-01-27,1996-01-01,1996-02-01,NONE,TRUCK,phins cajole furiously final tithes. slyly
3460,45,2,7,28.00,26461.12,0.00,0.01,N,O,1995-10-28,1995-11-13,1995-11-17,COLLECT COD,SHIP,sly express instructions haggle care
3461,100,4,1,49.00,49004.90,0.06,0.06,A,F,1993-03-09,1993-04-16,1993-03-13,DELIVER IN PERSON,RAIL,ccounts. un
3461,63,4,2,27.00,26002.62,0.06,0.06,A,F,1993-02-10,1993-03-02,1993-03-04,COLLECT COD,SHIP,en packages above the sly pinto 
3461,39,5,3,44.00,41317.32,0.09,0.06,A,F,1993-05-20,1993-04-03,1993-05-27,COLLECT COD,RAIL,s sleep blithely. deposits cajo
3461,95,7,4,41.00,40798.69,0.09,0.02,R,F,1993-02-19,1993-04-20,1993-02-21,NONE,TRUCK,indle always regular theod
3461,90,1,5,16.00,15841.44,0.08,0.06,A,F,1993-05-09,1993-04-29,1993-05-26,TAKE BACK RETURN,TRUCK,ounts. escapade
3461,167,2,6,24.00,25611.84,0.10,0.00,A,F,1993-06-01,1993-03-12,1993-06-20,TAKE BACK RETURN,MAIL, blithely regular f
3462,151,3,1,4.00,4204.60,0.09,0.04,N,O,1997-06-12,1997-07-31,1997-06-16,COLLECT COD,RAIL,egular theo
3462,40,1,2,43.00,40421.72,0.08,0.03,N,O,1997-08-01,1997-07-18,1997-08-29,NONE,RAIL,onic dependencies. slowly special packages
3462,129,4,3,6.00,6174.72,0.05,0.04,N,O,1997-06-02,1997-08-09,1997-06-30,NONE,RAIL,ress packages acc
3462,99,3,4,2.00,1998.18,0.09,0.07,N,O,1997-09-10,1997-08-08,1997-09-19,NONE,AIR,"ronic pinto beans use. daring, bold Ti"
3462,38,4,5,14.00,13132.42,0.01,0.02,N,O,1997-05-31,1997-07-05,1997-06-24,COLLECT COD,MAIL,"es-- regular, even Tiresias acros"
3463,61,10,1,45.00,43247.70,0.02,0.02,A,F,1993-10-30,1993-11-04,1993-11-08,DELIVER IN PERSON,FOB,ld above the r
3463,98,1,2,43.00,42917.87,0.04,0.02,A,F,1993-10-28,1993-09-24,1993-11-03,DELIVER IN PERSON,FOB,"ial, regular"
3488,160,5,1,1.00,1060.16,0.04,0.01,A,F,1995-03-06,1995-02-16,1995-03-23,DELIVER IN PERSON,FOB,jole slyly slyly regular theodolites. blit
3488,104,9,2,48.00,48196.80,0.00,0.03,A,F,1995-03-29,1995-03-26,1995-04-28,COLLECT COD,SHIP,jole blithely. furio
3488,160,1,3,11.00,11661.76,0.03,0.08,R,F,1995-03-25,1995-02-08,1995-04-16,COLLECT COD,TRUCK,y special 
3488,42,9,4,12.00,11304.48,0.05,0.07,R,F,1995-04-27,1995-02-16,1995-05-09,DELIVER IN PERSON,RAIL,ully final instructions detect fluffi
3488,156,1,5,18.00,19010.70,0.09,0.06,A,F,1995-03-18,1995-03-19,1995-03-29,DELIVER IN PERSON,FOB,ffily regular asy
3489,186,7,1,19.00,20637.42,0.09,0.05,A,F,1993-07-31,1993-10-26,1993-08-15,NONE,SHIP,efully final packages cajole against th
3489,29,4,2,46.00,42734.92,0.00,0.00,A,F,1993-08-02,1993-10-09,1993-08-10,TAKE BACK RETURN,TRUCK,oxes haggle quickly ironic attainme
3490,92,6,1,43.00,42659.87,0.05,0.05,N,O,1997-08-04,1997-08-06,1997-08-14,TAKE BACK RETURN,SHIP,special instructions 
3490,86,7,2,50.00,49304.00,0.05,0.07,N,O,1997-06-27,1997-08-15,1997-06-28,NONE,RAIL,ake carefully 
3490,93,7,3,8.00,7944.72,0.10,0.04,N,O,1997-08-11,1997-07-25,1997-08-28,COLLECT COD,MAIL,ckages. slyly ironic depos
3491,154,2,1,28.00,29516.20,0.04,0.03,N,O,1998-09-29,1998-09-08,1998-10-23,COLLECT COD,FOB,ely daring t
3491,122,3,2,22.00,22486.64,0.08,0.02,N,O,1998-08-19,1998-08-22,1998-09-03,TAKE BACK RETURN,REG AIR,boost express requests. bold accounts hagg
3492,156,7,1,3.00,3168.45,0.02,0.08,R,F,1994-11-26,1994-12-28,1994-12-19,COLLECT COD,REG AIR,blithely pending package
3492,126,9,2,7.00,7182.84,0.04,0.00,R,F,1995-03-10,1995-01-03,1995-03-16,COLLECT COD,FOB,. dependencies nag! 
3492,109,10,3,34.00,34309.40,0.05,0.06,A,F,1994-12-07,1994-12-29,1994-12-24,COLLECT COD,AIR, furiously ironic acc
3492,147,6,4,30.00,31414.20,0.02,0.06,A,F,1995-01-29,1995-01-02,1995-02-13,DELIVER IN PERSON,MAIL,ly ruthless packages wake slyly above the 
3492,122,1,5,47.00,48039.64,0.09,0.07,R,F,1995-03-24,1994-12-28,1995-03-29,NONE,REG AIR,ully regular deposits. sly
3492,22,7,6,47.00,43334.94,0.04,0.07,R,F,1994-12-12,1995-01-18,1994-12-26,COLLECT COD,RAIL,nal multipliers cajo
3493,93,6,1,31.00,30785.79,0.06,0.07,R,F,1993-10-22,1993-10-12,1993-11-07,DELIVER IN PERSON,REG AIR,s. final accounts are carefully. carefully 
3493,132,3,2,10.00,10321.30,0.02,0.06,R,F,1993-08-27,1993-10-07,1993-09-23,COLLECT COD,TRUCK,ounts wake careful
3494,117,1,1,40.00,40684.40,0.05,0.04,R,F,1993-07-10,1993-06-01,1993-07-25,TAKE BACK RETURN,TRUCK,. quickly silent requests sleep regu
3494,75,6,2,23.00,22426.61,0.10,0.01,A,F,1993-06-19,1993-06-04,1993-07-14,NONE,FOB, about the
3494,198,2,3,40.00,43927.60,0.02,0.08,A,F,1993-05-30,1993-07-02,1993-06-20,TAKE BACK RETURN,MAIL,ets. furiously ironic
3494,77,8,4,30.00,29312.10,0.04,0.03,R,F,1993-07-01,1993-06-08,1993-07-15,TAKE BACK RETURN,TRUCK,t furiously by the quick
3495,28,3,1,20.00,18560.40,0.10,0.03,N,O,1996-04-24,1996-05-18,1996-05-01,TAKE BACK RETURN,RAIL, special accounts. silent excuses about
3495,173,1,2,24.00,25756.08,0.05,0.02,N,O,1996-03-22,1996-04-10,1996-04-07,DELIVER IN PERSON,RAIL,asymptotes. silent escapades beneath t
3495,199,10,3,16.00,17587.04,0.08,0.02,N,O,1996-03-30,1996-04-02,1996-04-12,TAKE BACK RETURN,AIR,even warthogs use slyly about the carefull
3520,28,1,1,30.00,27840.60,0.04,0.02,N,O,1997-11-11,1997-10-02,1997-12-06,COLLECT COD,SHIP,olites wake. blithely regular dependencies
3520,167,4,2,38.00,40552.08,0.00,0.04,N,O,1997-08-14,1997-10-26,1997-09-09,NONE,RAIL,blithely special excuses. fluffily express
3520,106,9,3,5.00,5030.50,0.01,0.02,N,O,1997-11-13,1997-09-22,1997-12-09,NONE,MAIL,ct. slyly final accou
3520,64,5,4,41.00,39526.46,0.01,0.01,N,O,1997-08-06,1997-09-20,1997-08-20,TAKE BACK RETURN,AIR,its maintain bli
3520,163,10,5,35.00,37210.60,0.02,0.02,N,O,1997-09-16,1997-09-03,1997-09-24,DELIVER IN PERSON,FOB,"carefully thin, unusual accounts; furiousl"
3521,59,4,1,48.00,46034.40,0.09,0.03,A,F,1993-01-03,1992-12-31,1993-01-22,NONE,AIR,lly final instructions cajole after the
3521,131,2,2,2.00,2062.26,0.05,0.06,R,F,1993-01-29,1992-12-20,1993-02-23,NONE,MAIL, blithely fl
3521,178,8,3,38.00,40970.46,0.00,0.08,A,F,1993-02-15,1992-12-10,1993-03-10,COLLECT COD,FOB,arefully. 
